x[mm],y[mm]
4.128805780121986402e+01,7.593801491673137605e+01
4.236400826535049191e+01,7.407759122272049979e+01
4.558635662698229396e+01,7.594119209302208162e+01
4.881145650399417235e+01,7.408235698715655815e+01
4.773825755524359238e+01,7.222034470500030068e+01
4.558360511160225315e+01,7.966362806918918693e+01
4.773275452448348233e+01,7.966521665733453972e+01
4.880870498861411733e+01,7.780479296332366346e+01
5.203105335024590516e+01,7.966839383362524529e+01
5.525615322725777645e+01,7.780955872775972182e+01
5.418295427850718937e+01,7.594754644560349277e+01
5.525890474263783148e+01,7.408712275159261651e+01
5.203655638100602943e+01,7.222352188128961359e+01
5.632935217600836353e+01,7.967157100991595087e+01
0.000000000000000000e+00,5.012367701874599391e+01
4.707280487589837747e-01,5.357321588496442644e+01
4.679765333768983737e-01,5.729565186113062225e+01
3.690324895007684347e+00,5.915925273143396623e+01
4.766275359139324763e+00,5.729882903742368683e+01
6.915424772020557498e+00,5.730041762557111440e+01
6.918176287402634017e+00,5.357798164940651020e+01
1.014327616441427438e+01,5.171914654354058882e+01
0.000000000000000000e+00,5.357286793661126012e+01
9.064574184901768916e+00,5.730200621371555769e+01
1.013777313365235955e+01,5.916401849587178674e+01
1.336287301066424149e+01,5.730518339000626327e+01
1.658522137229605065e+01,5.916878426030784510e+01
1.550927090816540144e+01,6.102920795431872136e+01
1.658246985691598852e+01,6.289122023647495041e+01
1.335736997990412789e+01,6.475005534233450533e+01
1.335461846452407642e+01,6.847249131850757919e+01
1.550376787740530204e+01,6.847407990665293198e+01
1.657971834153593704e+01,6.661365621264205572e+01
1.980206670316774265e+01,6.847725708294363756e+01
2.302716658017959617e+01,6.661842197707811408e+01
2.195396763142900909e+01,6.475640969492188503e+01
1.979931518778768762e+01,7.219969305911074287e+01
2.194846460066891325e+01,7.220128164725609565e+01
2.302441506479955535e+01,7.034085795324521939e+01
2.624676342643135740e+01,7.220445882354680123e+01
2.947186330344323579e+01,7.034562371768127775e+01
2.839866435469264871e+01,6.848361143552502028e+01
3.269696318045510708e+01,6.848678861181575428e+01
3.591931154208689492e+01,7.035038948211733612e+01
3.699526200621752992e+01,6.848996578810645985e+01
3.054506225219380156e+01,7.220763599983750680e+01
3.269421166507502363e+01,7.220922458797967636e+01
3.269146014969496861e+01,7.593166056414996490e+01
3.591380851132677066e+01,7.779526143445154673e+01
3.698975897545741276e+01,7.593483774044067047e+01
4.792571196888428631e+01,8.000000000000000000e+01
5.847825999806075004e+01,8.000000000000000000e+01
4.624735026168096397e-01,6.474052381346835716e+01
3.687573379625593617e+00,6.288168870760107154e+01
2.614374430876026167e+00,6.101967642544424564e+01
0.000000000000000000e+00,6.447305862186144054e+01
4.597219872367439564e-01,6.846295978963546247e+01
2.608871400117978467e+00,6.846454837778081526e+01
3.684821864248617018e+00,6.660412468376993900e+01
6.907170225880424397e+00,6.846772555407152083e+01
1.013227010289226016e+01,6.660889044820599736e+01
9.059071154141669524e+00,6.474687816604976831e+01
1.013502161827230807e+01,6.288645447203889205e+01
6.912673256640506025e+00,6.102285360173509332e+01
1.120546905164284368e+01,6.847090273036222641e+01
3.053955922143369861e+01,7.965250795217171742e+01
2.946636027268311153e+01,7.779049567001548837e+01
2.409486249817009451e+01,7.592530621156855375e+01
2.624401191105130948e+01,7.592689479971549815e+01
2.624126039567125446e+01,7.964933077588101185e+01
2.684760181663853373e+01,8.000000000000000000e+01
3.033859197330298230e+01,8.000000000000000000e+01
3.913615687295857981e+01,7.965886230475315699e+01
4.236125674997044399e+01,7.780002719888760510e+01
3.268870863431492069e+01,7.965409654032218612e+01
3.268845295263351147e+01,8.000000000000000000e+01
3.913590471399031401e+01,8.000000000000000000e+01
4.755269297619143742e+00,7.218857294209327335e+01
6.904418710500365819e+00,7.219016153023794402e+01
6.901667195120314346e+00,7.591259750640573145e+01
1.012401555675211995e+01,7.777619837670731329e+01
1.119996602088274784e+01,7.591577468269643703e+01
1.012676707213215366e+01,7.405376240054020798e+01
1.335186694914402139e+01,7.219492729467701508e+01
1.549826484664519555e+01,7.591895185898714260e+01
1.657421531077582699e+01,7.405852816497626634e+01
1.979656367240763970e+01,7.592212903527784817e+01
2.302166354941950743e+01,7.406329392941232470e+01
1.764466274414636970e+01,7.964297642329960070e+01
1.979381215702758823e+01,7.964456501144404399e+01
1.979354942991988864e+01,8.000000000000000000e+01
2.563284533615154714e+01,8.000000000000000000e+01
4.569704718566942603e-01,7.218539576580256778e+01
3.679318833488498086e+00,7.404899663610414962e+01
0.000000000000000000e+00,7.244877761065203003e+01
1.334636391838392910e+01,7.963979924700889512e+01
1.657146379539577552e+01,7.778096414114337165e+01
3.676567318108450166e+00,7.777143261227125492e+01
4.749766266859037245e+00,7.963344489442748397e+01
6.898915679740259321e+00,7.963503348257317782e+01
6.898645907206270245e+00,8.000000000000000000e+01
1.334609766856308433e+01,8.000000000000000000e+01
4.514674410965913154e-01,7.963026771813410676e+01
4.511941458494552193e-01,8.000000000000000000e+01
4.537774161383358873e+00,8.000000000000000000e+01
0.000000000000000000e+00,7.936916773088344712e+01
0.000000000000000000e+00,8.000000000000000000e+01
